CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6085504319,Santa Clara County,California,6085504319,10.4,6.4,-4.0,127473.0,175625,48152.0,7.4,3.7,-3.7,61.4,61.6,0.2,19.4,18.0,-1.4,4.1,2.0,-2.1,99.82,98.86,-0.96,3.6,2.9,-0.7,9.6,8.3,-1.3,95.4,98.0,2.6
6085504322,Santa Clara County,California,6085504322,9.8,10.0,0.2,111643.0,174318,62675.0,5.4,5.7,0.3,66.8,68.7,1.9,20.9,11.8,-9.1,3.0,2.6,-0.4,3.62,3.82,0.2,0.8,1.0,0.2,6.4,10.0,3.6,99.2,97.1,-2.1
6085504323,Santa Clara County,California,6085504323,8.3,7.0,-1.3,118375.0,146667,28292.0,6.2,6.8,0.6,55.0,54.9,-0.1,21.3,14.1,-7.2,10.8,8.1,-2.7,45.85,40.95,-4.9,2.8,4.4,1.6,8.4,7.2,-1.2,96.9,98.4,1.5
6085504410,Santa Clara County,California,6085504410,23.7,13.2,-10.5,115450.0,143173,27723.0,7.2,4.7,-2.5,39.4,33.9,-5.5,32.1,16.3,-15.8,7.0,10.0,3.0,15.23,17.37,2.14,4.7,5.2,0.5,11.8,13.9,2.1,85.8,86.2,0.4
6085504411,Santa Clara County,California,6085504411,3.7,7.5,3.8,147917.0,178333,30416.0,3.9,6.6,2.7,44.2,44.5,0.3,14.5,15.3,0.8,0.9,0.6,-0.3,75.86,77.29,1.43,2.8,5.7,2.9,7.4,10.2,2.8,95.9,94.6,-1.3
6085504412,Santa Clara County,California,6085504412,5.0,6.7,1.7,110132.0,135993,25861.0,5.0,4.3,-0.7,36.0,39.7,3.7,26.5,20.2,-6.3,0.6,2.1,1.5,41.43,48.8,7.37,4.8,4.6,-0.2,7.9,6.3,-1.6,98.4,98.6,0.2
6085504413,Santa Clara County,California,6085504413,9.2,9.6,0.4,94375.0,148438,54063.0,4.9,6.5,1.6,62.3,68.5,6.2,29.1,32.1,3.0,19.8,19.4,-0.4,0.0,6.05,6.05,1.5,2.1,0.6,15.8,12.9,-2.9,90.4,96.0,5.6
6085504414,Santa Clara County,California,6085504414,12.9,10.6,-2.3,147717.0,167772,20055.0,2.2,3.2,1.0,58.8,55.7,-3.1,19.1,15.5,-3.6,0.0,1.0,1.0,10.14,20.73,10.59,1.6,1.9,0.3,8.6,8.4,-0.2,96.8,96.4,-0.4
6085504415,Santa Clara County,California,6085504415,9.8,4.2,-5.6,151806.0,176094,24288.0,2.9,4.7,1.8,59.5,55.7,-3.8,21.3,16.8,-4.5,2.2,1.9,-0.3,97.43,100.0,2.57,2.4,1.6,-0.8,9.8,9.6,-0.2,98.7,100.0,1.3
6085504416,Santa Clara County,California,6085504416,5.7,5.9,0.2,150047.0,178813,28766.0,2.8,3.7,0.9,48.9,62.3,13.4,15.3,14.0,-1.3,4.6,4.8,0.2,31.75,19.55,-12.2,0.5,0.1,-0.4,6.0,6.6,0.6,99.3,96.4,-2.9
6085504422,Santa Clara County,California,6085504422,7.0,9.1,2.1,118438.0,114417,-4021.0,3.8,4.1,0.3,38.2,40.8,2.6,17.5,17.5,0.0,5.0,6.9,1.9,6.8,3.18,-3.62,1.7,4.0,2.3,7.1,10.2,3.1,92.5,94.0,1.5
6085504423,Santa Clara County,California,6085504423,1.0,3.0,2.0,125139.0,176528,51389.0,2.8,4.9,2.1,34.9,46.4,11.5,18.6,9.5,-9.1,3.9,0.5,-3.4,100.0,97.99,-2.01,2.0,1.5,-0.5,12.2,12.4,0.2,93.1,96.1,3.0
6085504424,Santa Clara County,California,6085504424,4.3,4.6,0.3,134890.0,151302,16412.0,2.8,3.3,0.5,51.5,54.1,2.6,14.4,17.0,2.6,6.0,6.5,0.5,23.64,53.05,29.41,1.3,0.7,-0.6,11.2,11.7,0.5,91.2,90.2,-1.0
6085504505,Santa Clara County,California,6085504505,6.5,5.0,-1.5,164479.0,209439,44960.0,5.6,5.9,0.3,66.9,76.7,9.8,11.0,9.5,-1.5,7.2,6.3,-0.9,100.0,98.11,-1.89,4.7,3.4,-1.3,4.5,5.2,0.7,97.4,97.9,0.5
6085504506,Santa Clara County,California,6085504506,8.1,7.0,-1.1,132223.0,152898,20675.0,2.5,2.0,-0.5,51.1,52.3,1.2,10.7,14.1,3.4,4.9,6.0,1.1,28.35,30.6,2.25,2.4,2.6,0.2,2.7,5.2,2.5,92.3,94.7,2.4
6085504507,Santa Clara County,California,6085504507,8.0,7.0,-1.0,118000.0,154671,36671.0,5.6,5.6,0.0,43.2,41.2,-2.0,21.7,17.9,-3.8,6.6,5.4,-1.2,12.09,20.75,8.66,2.8,2.9,0.1,7.4,12.2,4.8,95.3,96.9,1.6
6085504508,Santa Clara County,California,6085504508,1.3,0.2,-1.1,180133.0,214412,34279.0,1.2,0.0,-1.2,25.3,22.7,-2.6,20.0,2.1,-17.9,0.0,0.0,0.0,100.0,4.19,-95.81,6.1,5.8,-0.3,5.1,4.8,-0.3,100.0,100.0,0.0
6085504510,Santa Clara County,California,6085504510,5.6,4.0,-1.6,116797.0,139957,23160.0,0.6,0.4,-0.2,69.7,72.7,3.0,23.8,15.3,-8.5,14.6,12.3,-2.3,32.07,39.4,7.33,4.3,5.5,1.2,1.5,3.4,1.9,100.0,100.0,0.0
6085504601,Santa Clara County,California,6085504601,4.2,5.4,1.2,63750.0,65625,1875.0,6.5,8.0,1.5,47.4,44.8,-2.6,35.1,41.1,6.0,3.5,2.7,-0.8,100.0,95.1,-4.9,5.4,3.5,-1.9,7.0,6.8,-0.2,95.3,98.9,3.6
6085504602,Santa Clara County,California,6085504602,4.2,4.1,-0.1,99500.0,107438,7938.0,3.4,4.9,1.5,23.7,30.9,7.2,20.2,21.4,1.2,1.6,1.8,0.2,91.3,98.44,7.14,3.4,4.8,1.4,7.9,7.6,-0.3,92.7,90.9,-1.8
6085504700,Santa Clara County,California,6085504700,10.5,5.0,-5.5,91667.0,118438,26771.0,0.0,0.0,0.0,67.4,59.4,-8.0,28.8,12.3,-16.5,8.3,7.0,-1.3,97.69,99.75,2.06,0.0,5.5,5.5,4.9,2.4,-2.5,94.7,95.3,0.6
6085504802,Santa Clara County,California,6085504802,6.9,6.8,-0.1,109783.0,123750,13967.0,4.4,3.5,-0.9,43.0,49.0,6.0,15.8,9.9,-5.9,6.9,7.9,1.0,0.0,6.05,6.05,3.3,4.1,0.8,12.7,11.1,-1.6,95.8,95.5,-0.3
6085504805,Santa Clara County,California,6085504805,6.1,6.5,0.4,114538.0,130078,15540.0,3.7,5.6,1.9,44.6,49.3,4.7,19.8,18.9,-0.9,6.6,5.0,-1.6,15.13,18.07,2.94,1.9,4.3,2.4,9.0,10.4,1.4,95.3,97.4,2.1
6085504806,Santa Clara County,California,6085504806,5.0,4.7,-0.3,113977.0,133846,19869.0,7.6,7.1,-0.5,31.7,36.1,4.4,20.9,13.9,-7.0,10.4,13.6,3.2,29.07,24.37,-4.7,2.8,3.9,1.1,15.9,17.7,1.8,90.6,88.8,-1.8
6085504807,Santa Clara County,California,6085504807,4.8,4.5,-0.3,171458.0,222917,51459.0,2.2,2.7,0.5,85.8,85.6,-0.2,8.7,7.1,-1.6,1.3,3.2,1.9,100.0,92.93,-7.07,5.2,4.8,-0.4,2.3,3.3,1.0,99.0,99.2,0.2
6085504808,Santa Clara County,California,6085504808,0.7,3.6,2.9,105865.0,131276,25411.0,2.1,2.3,0.2,34.8,36.8,2.0,28.2,14.6,-13.6,7.0,20.4,13.4,98.98,17.28,-81.7,1.5,2.1,0.6,1.5,4.8,3.3,90.9,99.4,8.5
6085504902,Santa Clara County,California,6085504902,8.9,9.2,0.3,185000.0,218750,33750.0,1.9,3.1,1.2,84.5,80.2,-4.3,19.5,20.5,1.0,9.3,13.0,3.7,63.56,99.1,35.54,0.8,3.9,3.1,8.8,9.8,1.0,100.0,97.8,-2.2
6085504903,Santa Clara County,California,6085504903,0.9,3.8,2.9,154730.0,177569,22839.0,7.9,8.1,0.2,74.2,80.6,6.4,15.2,14.6,-0.6,2.4,2.9,0.5,60.65,27.6,-33.05,1.0,2.5,1.5,2.2,2.1,-0.1,99.0,99.1,0.1
6085505006,Santa Clara County,California,6085505006,8.8,8.8,0.0,169080.0,205610,36530.0,2.7,2.7,0.0,88.1,89.6,1.5,11.0,10.5,-0.5,3.7,6.0,2.3,99.55,96.56,-2.99,1.4,1.6,0.2,1.2,4.2,3.0,99.2,100.0,0.8
6085505010,Santa Clara County,California,6085505010,4.2,9.2,5.0,167786.0,191326,23540.0,9.3,9.6,0.3,56.8,56.0,-0.8,16.2,16.5,0.3,0.0,7.2,7.2,93.89,3.86,-90.03,1.9,2.5,0.6,2.5,4.5,2.0,95.9,100.0,4.1
6085505011,Santa Clara County,California,6085505011,5.7,6.3,0.6,158472.0,196131,37659.0,3.6,4.7,1.1,64.8,71.2,6.4,15.4,11.3,-4.1,3.0,7.7,4.7,64.7,98.03,33.33,2.4,2.0,-0.4,7.3,9.7,2.4,97.2,97.4,0.2
6085505012,Santa Clara County,California,6085505012,3.2,2.2,-1.0,152538.0,201190,48652.0,3.1,2.3,-0.8,92.8,92.4,-0.4,8.5,5.3,-3.2,3.5,6.2,2.7,72.21,19.34,-52.87,0.8,0.7,-0.1,1.9,2.2,0.3,98.7,98.8,0.1
6085505013,Santa Clara County,California,6085505013,8.1,7.2,-0.9,149851.0,185227,35376.0,2.1,1.9,-0.2,87.1,83.5,-3.6,15.4,12.8,-2.6,12.6,11.5,-1.1,14.72,23.14,8.42,1.4,2.2,0.8,2.6,3.6,1.0,98.1,96.7,-1.4
6085505014,Santa Clara County,California,6085505014,7.8,5.5,-2.3,133828.0,137273,3445.0,1.7,3.1,1.4,62.5,59.4,-3.1,26.3,19.2,-7.1,2.3,1.8,-0.5,35.88,81.49,45.61,4.3,4.3,0.0,7.0,7.1,0.1,99.0,100.0,1.0
6085505015,Santa Clara County,California,6085505015,5.5,1.6,-3.9,150490.0,173345,22855.0,1.5,1.0,-0.5,49.7,52.9,3.2,12.6,9.4,-3.2,2.2,5.0,2.8,100.0,55.76,-44.24,8.6,6.1,-2.5,6.4,5.0,-1.4,91.5,94.2,2.7
6085505100,Santa Clara County,California,6085505100,12.7,13.4,0.7,92375.0,103378,11003.0,3.5,4.8,1.3,55.9,55.1,-0.8,26.0,27.3,1.3,20.2,22.4,2.2,100.0,100.0,0.0,8.7,6.2,-2.5,10.0,9.5,-0.5,86.5,92.5,6.0
6085505202,Santa Clara County,California,6085505202,7.8,10.6,2.8,93728.0,121944,28216.0,2.8,1.6,-1.2,38.7,49.6,10.9,31.5,23.7,-7.8,9.1,9.3,0.2,20.32,24.28,3.96,6.8,6.2,-0.6,7.1,6.9,-0.2,89.1,91.5,2.4
6085505301,Santa Clara County,California,6085505301,5.3,3.3,-2.0,136087.0,171071,34984.0,4.5,4.1,-0.4,56.3,67.6,11.3,18.0,12.2,-5.8,8.1,10.3,2.2,66.09,65.38,-0.71,4.0,2.5,-1.5,7.4,6.4,-1.0,90.5,94.7,4.2
6085505302,Santa Clara County,California,6085505302,7.5,7.2,-0.3,124792.0,170827,46035.0,2.5,3.5,1.0,56.9,55.3,-1.6,21.9,12.8,-9.1,8.7,6.7,-2.0,85.85,83.75,-2.1,4.8,3.6,-1.2,5.9,7.3,1.4,93.5,96.7,3.2
6085505303,Santa Clara County,California,6085505303,7.9,6.8,-1.1,104438.0,128933,24495.0,2.5,1.5,-1.0,45.7,51.7,6.0,31.9,23.6,-8.3,5.3,2.9,-2.4,6.09,7.81,1.72,6.8,5.5,-1.3,4.3,4.9,0.6,93.8,94.7,0.9
6085505401,Santa Clara County,California,6085505401,4.3,10.3,6.0,133998.0,164598,30600.0,4.1,4.0,-0.1,76.4,80.0,3.6,24.9,20.4,-4.5,4.5,4.9,0.4,11.62,90.09,78.47,3.5,5.5,2.0,7.2,9.7,2.5,94.5,93.7,-0.8
6085505500,Santa Clara County,California,6085505500,15.9,6.8,-9.1,105417.0,146602,41185.0,3.9,4.7,0.8,59.2,55.7,-3.5,29.4,19.5,-9.9,2.7,0.4,-2.3,19.05,12.23,-6.82,2.8,5.2,2.4,8.9,7.2,-1.7,95.6,96.6,1.0
6085505600,Santa Clara County,California,6085505600,15.8,12.9,-2.9,91786.0,117125,25339.0,3.9,5.4,1.5,62.6,64.4,1.8,35.9,30.3,-5.6,9.9,10.2,0.3,53.4,46.72,-6.68,3.2,3.1,-0.1,9.5,8.3,-1.2,89.6,89.1,-0.5
6085505700,Santa Clara County,California,6085505700,21.0,21.7,0.7,117500.0,107431,-10069.0,7.2,5.9,-1.3,62.8,59.4,-3.4,25.9,28.0,2.1,2.4,5.2,2.8,63.06,60.61,-2.45,2.7,1.9,-0.8,7.6,7.0,-0.6,97.3,95.0,-2.3
6085505800,Santa Clara County,California,6085505800,4.2,4.8,0.6,126250.0,165750,39500.0,5.2,3.6,-1.6,51.5,57.3,5.8,14.7,12.1,-2.6,3.8,1.5,-2.3,81.17,81.16,-0.01,6.6,7.4,0.8,7.0,8.4,1.4,91.0,94.0,3.0
6085505901,Santa Clara County,California,6085505901,2.2,5.2,3.0,148822.0,169421,20599.0,6.2,3.2,-3.0,60.3,60.9,0.6,23.2,24.1,0.9,13.7,18.2,4.5,35.6,88.26,52.66,1.9,2.7,0.8,9.6,4.9,-4.7,98.2,96.9,-1.3
6085505902,Santa Clara County,California,6085505902,10.1,5.1,-5.0,88333.0,105542,17209.0,0.4,2.2,1.8,48.7,45.5,-3.2,34.3,36.0,1.7,14.3,12.2,-2.1,22.83,45.5,22.67,3.0,5.9,2.9,14.8,14.8,0.0,81.6,87.2,5.6
6085506103,Santa Clara County,California,6085506103,3.7,6.4,2.7,142429.0,188946,46517.0,3.2,2.7,-0.5,64.3,72.4,8.1,14.8,10.7,-4.1,4.0,7.9,3.9,38.76,33.98,-4.78,2.0,1.3,-0.7,7.3,8.3,1.0,94.6,92.3,-2.3
6085506202,Santa Clara County,California,6085506202,2.0,1.5,-0.5,156039.0,175179,19140.0,4.4,2.9,-1.5,60.4,62.4,2.0,13.7,7.5,-6.2,5.9,2.4,-3.5,56.55,51.63,-4.92,7.1,8.3,1.2,9.6,8.5,-1.1,90.6,95.1,4.5
6085506204,Santa Clara County,California,6085506204,3.0,3.5,0.5,155795.0,188047,32252.0,1.4,2.8,1.4,67.2,69.4,2.2,20.9,16.0,-4.9,2.5,1.3,-1.2,29.79,20.35,-9.44,2.0,2.1,0.1,7.9,7.3,-0.6,94.7,97.1,2.4
6085506301,Santa Clara County,California,6085506301,8.1,6.8,-1.3,99476.0,121667,22191.0,2.0,1.0,-1.0,49.7,46.5,-3.2,29.7,20.0,-9.7,1.5,4.3,2.8,20.74,16.33,-4.41,6.9,6.1,-0.8,8.4,6.1,-2.3,92.7,93.3,0.6
6085506304,Santa Clara County,California,6085506304,12.4,12.3,-0.1,112358.0,120889,8531.0,4.2,5.8,1.6,54.1,56.2,2.1,35.2,31.8,-3.4,3.5,8.6,5.1,45.42,42.37,-3.05,2.7,3.3,0.6,5.1,7.1,2.0,96.5,96.2,-0.3
6085506401,Santa Clara County,California,6085506401,11.2,7.1,-4.1,104263.0,142793,38530.0,0.9,2.5,1.6,56.0,56.0,0.0,23.2,15.8,-7.4,14.1,14.1,0.0,11.86,11.8,-0.06,8.8,7.6,-1.2,10.1,10.1,0.0,93.4,93.5,0.1
6085506402,Santa Clara County,California,6085506402,6.7,5.7,-1.0,91667.0,116783,25116.0,3.4,5.6,2.2,48.3,50.4,2.1,30.6,26.4,-4.2,9.7,12.4,2.7,2.72,7.49,4.77,9.4,7.1,-2.3,11.3,11.8,0.5,83.8,86.6,2.8
6085506502,Santa Clara County,California,6085506502,9.9,5.4,-4.5,108571.0,143075,34504.0,2.3,1.4,-0.9,50.1,60.3,10.2,33.3,24.4,-8.9,3.8,1.1,-2.7,30.58,33.57,2.99,5.7,3.4,-2.3,6.6,5.9,-0.7,89.8,93.9,4.1
6085506504,Santa Clara County,California,6085506504,7.7,7.0,-0.7,72148.0,85278,13130.0,15.3,5.2,-10.1,27.8,11.5,-16.3,32.5,27.3,-5.2,11.1,13.1,2.0,98.04,98.48,0.44,8.7,6.9,-1.8,6.0,10.5,4.5,80.2,82.3,2.1
6085506601,Santa Clara County,California,6085506601,3.9,3.1,-0.8,103750.0,125208,21458.0,7.4,5.1,-2.3,54.8,53.3,-1.5,30.6,17.2,-13.4,6.7,6.4,-0.3,37.46,39.42,1.96,2.6,3.4,0.8,6.1,8.5,2.4,84.0,89.2,5.2
6085506603,Santa Clara County,California,6085506603,5.9,6.9,1.0,224539.0,250001,25462.0,3.4,3.5,0.1,59.9,66.9,7.0,10.6,9.6,-1.0,1.7,5.4,3.7,76.64,73.04,-3.6,4.5,4.4,-0.1,7.9,7.6,-0.3,94.2,93.4,-0.8
6085506605,Santa Clara County,California,6085506605,10.9,7.2,-3.7,101250.0,122917,21667.0,2.7,3.4,0.7,45.7,50.3,4.6,27.8,19.9,-7.9,3.0,5.7,2.7,5.67,8.56,2.89,5.9,4.7,-1.2,11.6,11.8,0.2,91.0,94.6,3.6
6085506606,Santa Clara County,California,6085506606,7.7,7.6,-0.1,101520.0,114574,13054.0,3.2,4.0,0.8,47.4,57.7,10.3,24.9,23.9,-1.0,3.3,3.1,-0.2,0.0,8.81,8.81,6.8,4.2,-2.6,8.2,8.0,-0.2,94.1,97.4,3.3
6085506702,Santa Clara County,California,6085506702,10.5,6.2,-4.3,112917.0,140670,27753.0,4.0,9.5,5.5,50.7,57.2,6.5,23.2,23.4,0.2,2.8,3.3,0.5,96.29,100.0,3.71,2.9,2.7,-0.2,10.8,5.7,-5.1,89.9,92.8,2.9
6085506703,Santa Clara County,California,6085506703,3.2,4.9,1.7,116625.0,144412,27787.0,2.8,10.0,7.2,52.4,64.8,12.4,23.3,14.0,-9.3,8.6,7.2,-1.4,94.09,82.56,-11.53,5.0,1.7,-3.3,15.0,8.8,-6.2,90.4,85.5,-4.9
6085506801,Santa Clara County,California,6085506801,2.5,3.0,0.5,157222.0,222938,65716.0,4.2,5.7,1.5,68.7,74.7,6.0,14.3,9.7,-4.6,6.6,4.9,-1.7,17.87,20.26,2.39,1.2,2.2,1.0,10.5,7.9,-2.6,91.8,92.2,0.4
6085506802,Santa Clara County,California,6085506802,3.3,3.0,-0.3,154163.0,193981,39818.0,3.5,2.8,-0.7,59.1,63.3,4.2,18.4,16.5,-1.9,1.9,3.0,1.1,54.37,54.09,-0.28,1.9,3.2,1.3,6.8,8.2,1.4,96.2,96.5,0.3
6085506803,Santa Clara County,California,6085506803,3.1,6.0,2.9,166898.0,175938,9040.0,1.9,2.4,0.5,51.1,53.3,2.2,19.3,23.0,3.7,0.7,0.7,0.0,87.04,90.33,3.29,2.1,4.2,2.1,7.8,9.2,1.4,97.5,98.3,0.8
6085506804,Santa Clara County,California,6085506804,2.8,3.0,0.2,161724.0,216938,55214.0,6.8,7.0,0.2,71.8,73.2,1.4,10.6,8.3,-2.3,3.7,3.1,-0.6,21.01,19.88,-1.13,1.5,2.3,0.8,8.8,7.0,-1.8,93.5,93.0,-0.5
6085506900,Santa Clara County,California,6085506900,1.9,2.3,0.4,171375.0,206951,35576.0,1.4,3.9,2.5,71.8,75.4,3.6,12.3,12.6,0.3,2.1,4.6,2.5,83.3,84.82,1.52,1.4,1.0,-0.4,8.5,5.1,-3.4,88.4,90.0,1.6
6085507002,Santa Clara County,California,6085507002,11.4,12.1,0.7,247679.0,250001,2322.0,4.7,4.9,0.2,83.6,85.9,2.3,17.1,14.3,-2.8,0.6,0.0,-0.6,100.0,100.0,0.0,0.1,0.2,0.1,8.8,7.4,-1.4,96.3,98.8,2.5
6085507003,Santa Clara County,California,6085507003,4.1,1.7,-2.4,215000.0,240179,25179.0,0.9,0.0,-0.9,75.9,81.8,5.9,26.0,20.5,-5.5,9.5,4.8,-4.7,98.65,82.56,-16.09,0.4,0.3,-0.1,9.9,8.3,-1.6,92.0,98.3,6.3
6085507004,Santa Clara County,California,6085507004,3.8,7.0,3.2,161488.0,198306,36818.0,8.8,5.3,-3.5,78.9,76.7,-2.2,17.6,18.8,1.2,0.0,1.5,1.5,44.43,54.15,9.72,0.0,0.3,0.3,7.0,5.5,-1.5,96.3,96.5,0.2
6085507100,Santa Clara County,California,6085507100,2.2,3.9,1.7,153269.0,173006,19737.0,3.5,3.6,0.1,73.3,74.3,1.0,13.8,15.3,1.5,2.1,4.8,2.7,7.15,3.69,-3.46,1.2,6.0,4.8,4.3,9.2,4.9,96.2,96.0,-0.2
6085507203,Santa Clara County,California,6085507203,5.2,2.2,-3.0,170735.0,192917,22182.0,4.1,2.5,-1.6,68.5,68.1,-0.4,18.8,17.5,-1.3,0.0,0.9,0.9,68.16,67.14,-1.02,1.3,1.2,-0.1,8.2,5.8,-2.4,93.8,94.6,0.8
6085507301,Santa Clara County,California,6085507301,3.7,1.9,-1.8,201620.0,250001,48381.0,4.7,4.7,0.0,78.0,80.5,2.5,12.4,12.0,-0.4,5.5,3.5,-2.0,94.68,94.16,-0.52,1.0,0.0,-1.0,9.8,8.7,-1.1,91.5,92.0,0.5
6085507401,Santa Clara County,California,6085507401,2.8,2.5,-0.3,220724.0,226500,5776.0,1.8,0.8,-1.0,75.5,78.1,2.6,16.1,14.4,-1.7,3.8,2.8,-1.0,92.22,93.27,1.05,0.6,0.4,-0.2,10.5,13.0,2.5,95.2,97.2,2.0
6085507402,Santa Clara County,California,6085507402,4.8,3.3,-1.5,177750.0,236161,58411.0,5.9,3.0,-2.9,65.5,74.0,8.5,20.5,14.7,-5.8,4.1,2.1,-2.0,79.71,75.14,-4.57,3.0,2.2,-0.8,10.0,6.2,-3.8,94.2,97.9,3.7
6085507500,Santa Clara County,California,6085507500,6.7,2.5,-4.2,160205.0,188375,28170.0,6.5,4.1,-2.4,81.4,83.8,2.4,11.3,13.6,2.3,1.5,0.7,-0.8,62.03,66.64,4.61,0.4,0.5,0.1,9.3,8.0,-1.3,96.1,97.5,1.4
6085507600,Santa Clara County,California,6085507600,4.7,5.9,1.2,244167.0,250001,5834.0,1.3,3.6,2.3,82.5,80.9,-1.6,13.1,10.5,-2.6,1.5,2.8,1.3,83.08,83.33,0.25,0.8,0.4,-0.4,3.7,5.0,1.3,98.9,98.3,-0.6
6085507701,Santa Clara County,California,6085507701,4.6,3.3,-1.3,163790.0,211371,47581.0,1.7,0.9,-0.8,72.2,80.3,8.1,14.2,11.0,-3.2,7.4,4.3,-3.1,68.08,68.96,0.88,3.5,2.5,-1.0,6.6,6.0,-0.6,90.5,95.0,4.5
6085507702,Santa Clara County,California,6085507702,2.8,4.4,1.6,230398.0,250001,19603.0,2.5,2.8,0.3,85.8,88.6,2.8,3.9,8.4,4.5,1.1,1.4,0.3,100.0,98.84,-1.16,1.5,1.0,-0.5,6.6,7.2,0.6,95.9,96.5,0.6
6085507704,Santa Clara County,California,6085507704,6.6,4.1,-2.5,113714.0,219286,105572.0,2.0,2.0,0.0,71.0,77.2,6.2,18.5,9.2,-9.3,12.4,9.8,-2.6,17.71,100.0,82.29,5.5,5.8,0.3,9.6,12.6,3.0,80.6,90.6,10.0
6085507705,Santa Clara County,California,6085507705,8.3,6.2,-2.1,250001.0,250001,0.0,4.5,6.1,1.6,79.9,81.6,1.7,15.2,17.8,2.6,1.4,1.1,-0.3,100.0,14.53,-85.47,1.4,1.4,0.0,7.1,8.0,0.9,93.9,97.0,3.1
6085507805,Santa Clara County,California,6085507805,13.1,11.5,-1.6,156691.0,194000,37309.0,2.1,5.4,3.3,80.8,80.6,-0.2,14.8,12.0,-2.8,4.2,4.8,0.6,53.86,47.26,-6.6,1.7,2.3,0.6,4.0,5.2,1.2,99.7,98.3,-1.4
6085507806,Santa Clara County,California,6085507806,7.1,7.7,0.6,161779.0,188468,26689.0,3.7,4.7,1.0,83.2,86.2,3.0,19.3,17.1,-2.2,3.8,2.7,-1.1,13.96,12.87,-1.09,4.1,3.1,-1.0,3.4,4.0,0.6,95.5,98.1,2.6
6085507808,Santa Clara County,California,6085507808,3.3,3.6,0.3,214211.0,250001,35790.0,2.0,3.1,1.1,85.9,88.2,2.3,9.7,8.8,-0.9,2.8,4.2,1.4,28.23,25.37,-2.86,4.0,2.1,-1.9,3.2,4.6,1.4,99.5,99.2,-0.3
6085507903,Santa Clara County,California,6085507903,1.7,1.6,-0.1,209129.0,210813,1684.0,1.1,1.8,0.7,82.3,82.5,0.2,7.3,6.6,-0.7,1.9,2.9,1.0,59.59,59.39,-0.2,2.9,2.9,0.0,7.4,6.0,-1.4,96.8,98.2,1.4
6085507904,Santa Clara County,California,6085507904,0.3,0.3,0.0,210917.0,250001,39084.0,3.9,1.2,-2.7,82.8,85.9,3.1,9.5,6.2,-3.3,1.5,1.4,-0.1,87.07,87.66,0.59,0.6,2.4,1.8,6.8,6.9,0.1,99.2,99.4,0.2
6085507906,Santa Clara County,California,6085507906,2.1,2.4,0.3,227232.0,250001,22769.0,2.4,4.9,2.5,80.1,85.2,5.1,8.6,7.1,-1.5,2.2,0.0,-2.2,79.13,74.11,-5.02,0.6,2.7,2.1,4.9,4.2,-0.7,95.8,96.9,1.1
6085508003,Santa Clara County,California,6085508003,7.7,9.0,1.3,162639.0,181771,19132.0,2.2,2.3,0.1,66.5,70.8,4.3,15.3,11.8,-3.5,6.2,2.8,-3.4,84.5,21.4,-63.1,3.8,0.6,-3.2,10.4,10.2,-0.2,95.0,96.9,1.9
6085508004,Santa Clara County,California,6085508004,5.5,3.4,-2.1,149079.0,232563,83484.0,1.8,2.0,0.2,77.4,79.5,2.1,9.9,9.5,-0.4,0.9,3.0,2.1,22.28,29.38,7.1,2.7,0.6,-2.1,4.2,4.0,-0.2,96.5,97.2,0.7
6085508006,Santa Clara County,California,6085508006,2.5,3.4,0.9,162440.0,203750,41310.0,3.5,2.4,-1.1,81.2,79.3,-1.9,13.3,11.0,-2.3,0.9,0.8,-0.1,71.12,77.52,6.4,0.4,0.4,0.0,6.5,8.3,1.8,93.2,93.5,0.3
6085508102,Santa Clara County,California,6085508102,3.9,3.6,-0.3,190909.0,206563,15654.0,0.0,1.6,1.6,78.2,83.0,4.8,10.4,6.0,-4.4,4.4,5.1,0.7,52.87,56.85,3.98,0.3,1.1,0.8,4.0,4.2,0.2,94.9,95.7,0.8
6085508204,Santa Clara County,California,6085508204,5.3,5.8,0.5,191316.0,231860,40544.0,4.8,6.7,1.9,72.4,78.8,6.4,15.3,11.5,-3.8,4.1,6.0,1.9,44.4,43.03,-1.37,0.6,2.3,1.7,6.3,6.4,0.1,97.4,98.1,0.7
6085508301,Santa Clara County,California,6085508301,1.4,0.6,-0.8,210592.0,250001,39409.0,3.5,5.1,1.6,76.2,72.6,-3.6,5.9,5.8,-0.1,3.4,2.1,-1.3,54.66,43.9,-10.76,1.0,0.5,-0.5,6.5,6.7,0.2,97.2,100.0,2.8
6085508303,Santa Clara County,California,6085508303,3.8,2.4,-1.4,182156.0,208250,26094.0,6.1,6.3,0.2,74.4,74.7,0.3,12.4,10.7,-1.7,0.6,0.7,0.1,47.45,45.75,-1.7,2.8,2.3,-0.5,10.4,10.2,-0.2,96.1,98.2,2.1
