state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6077,San Joaquin County,6077002100,6077002100,0.9637,31.6,46113.0,7.2,48.3,6.6,6.95,11.74,11.5,10.5,20.0,22.6
CA,6077,San Joaquin County,6077002201,6077002201,0.9156,30.7,34588.0,5.4,41.2,18.7,15.84,91.88,9.0,10.7,27.2,21.3
CA,6077,San Joaquin County,6077002202,6077002202,0.9846,40.2,45000.0,10.2,45.4,10.8,18.72,100.0,11.8,10.9,14.2,25.1
CA,6077,San Joaquin County,6077002300,6077002300,0.9155,19.8,54185.0,17.9,37.3,8.2,0.0,0.0,16.4,4.6,31.3,31.6
CA,6077,San Joaquin County,6077002401,6077002401,0.8678,16.4,75849.0,16.2,35.3,3.2,0.0,26.17,9.4,5.6,29.3,27.8
CA,6077,San Joaquin County,6077002402,6077002402,0.8399,25.9,51996.0,12.8,37.6,2.9,0.0,90.19,18.1,3.0,11.9,26.4
CA,6077,San Joaquin County,6077002503,6077002503,0.849,28.4,46705.0,3.5,31.8,5.6,15.0,98.91,17.3,10.4,15.1,14.4
CA,6077,San Joaquin County,6077002504,6077002504,0.756,18.5,88030.0,9.8,27.4,0.9,8.06,100.0,15.3,3.7,0.4,11.3
CA,6077,San Joaquin County,6077002701,6077002701,0.8741,14.6,54338.0,12.8,35.8,4.4,3.28,75.07,14.7,10.8,32.4,29.0
CA,6077,San Joaquin County,6077002702,6077002702,0.8009,15.0,53690.0,13.2,34.0,0.0,7.64,100.0,18.7,15.5,29.4,35.7
CA,6077,San Joaquin County,6077002800,6077002800,0.7001,19.8,75417.0,6.9,32.5,1.0,7.79,97.31,11.6,5.1,12.7,14.7
CA,6077,San Joaquin County,6077003106,6077003106,0.4092,7.2,77469.0,2.3,24.7,4.8,0.0,37.23,12.8,6.0,4.3,3.3
CA,6077,San Joaquin County,6077003108,6077003108,0.4538,7.2,77215.0,4.4,32.8,1.3,1.0,37.41,12.6,5.2,3.5,2.1
CA,6077,San Joaquin County,6077003109,6077003109,0.6405,15.4,75424.0,7.6,30.7,5.4,7.45,79.35,15.5,7.9,11.1,4.9
CA,6077,San Joaquin County,6077003110,6077003110,0.805,13.4,59512.0,11.8,40.5,3.9,7.04,14.43,17.0,9.0,6.9,7.8
CA,6077,San Joaquin County,6077003111,6077003111,0.6437,10.9,70919.0,5.2,49.7,6.9,2.09,76.65,14.5,9.2,10.1,2.5
CA,6077,San Joaquin County,6077003112,6077003112,0.3129,10.1,101542.0,3.8,23.0,0.4,7.93,50.17,17.0,2.4,6.5,2.5
CA,6077,San Joaquin County,6077003115,6077003115,0.6084,11.0,72972.0,4.8,39.7,13.1,1.75,55.41,11.8,10.5,10.3,3.5
CA,6077,San Joaquin County,6077003116,6077003116,0.9431,38.6,33125.0,5.4,70.6,8.5,9.05,96.17,11.7,5.6,0.0,14.1
CA,6077,San Joaquin County,6077003117,6077003117,0.2332,0.2,142667.0,0.0,21.5,3.9,0.0,29.12,7.0,0.0,5.4,6.2
CA,6077,San Joaquin County,6077003118,6077003118,0.2213,4.1,113452.0,5.8,11.7,1.1,3.27,26.85,5.7,5.3,1.2,1.4
CA,6077,San Joaquin County,6077003119,6077003119,0.1951,1.8,155556.0,2.1,7.2,1.3,0.0,83.45,11.3,2.3,1.1,7.2
CA,6077,San Joaquin County,6077003203,6077003203,0.4171,6.5,87284.0,5.8,23.4,2.6,2.26,7.73,14.5,12.1,8.9,1.8
CA,6077,San Joaquin County,6077003205,6077003205,0.59,11.1,77694.0,6.3,32.7,0.9,3.59,23.52,13.1,12.8,5.7,2.0
CA,6077,San Joaquin County,6077003209,6077003209,0.3306,3.9,103656.0,1.6,16.8,3.5,0.0,42.82,12.0,18.9,7.2,4.8
CA,6077,San Joaquin County,6077003210,6077003210,0.8951,6.0,83750.0,6.8,39.0,12.1,9.68,96.49,21.0,8.2,12.1,3.6
CA,6077,San Joaquin County,6077003213,6077003213,0.911,20.8,64310.0,3.3,32.6,8.4,21.55,95.54,21.0,12.4,14.9,5.0
CA,6077,San Joaquin County,6077003214,6077003214,0.3627,11.4,97500.0,1.0,20.5,0.0,0.0,100.0,18.9,9.6,5.5,4.1
CA,6077,San Joaquin County,6077003215,6077003215,0.5917,11.8,81241.0,4.2,38.9,14.2,6.36,99.43,11.1,2.7,4.9,6.3
CA,6077,San Joaquin County,6077003216,6077003216,0.6408,11.2,93750.0,8.3,27.6,1.0,3.53,44.77,14.9,9.9,7.9,3.3
CA,6077,San Joaquin County,6077003217,6077003217,0.8713,27.5,46667.0,7.1,56.9,5.2,2.97,96.57,16.5,12.9,9.2,6.0
CA,6077,San Joaquin County,6077003218,6077003218,0.7675,10.6,68650.0,15.3,43.3,5.9,0.04,93.09,12.2,19.9,8.5,9.3
CA,6077,San Joaquin County,6077003219,6077003219,0.3438,3.3,124958.0,1.7,12.4,0.4,6.89,24.7,11.7,5.3,1.8,8.0
CA,6077,San Joaquin County,6077003305,6077003305,0.6213,9.7,75938.0,3.0,29.4,5.7,0.05,7.37,13.0,7.0,13.7,6.6
CA,6077,San Joaquin County,6077003306,6077003306,0.8882,24.0,60682.0,6.4,39.5,7.8,10.44,24.18,15.1,14.0,10.0,6.9
CA,6077,San Joaquin County,6077003307,6077003307,0.8608,18.1,50732.0,4.4,52.2,9.8,3.69,44.76,11.6,6.3,6.5,11.6
CA,6077,San Joaquin County,6077003308,6077003308,0.7316,17.9,42111.0,6.7,44.5,8.7,0.0,0.0,20.0,14.6,19.1,5.2
CA,6077,San Joaquin County,6077003310,6077003310,0.9112,20.6,52389.0,7.9,44.2,10.8,12.2,43.24,22.3,10.0,13.0,12.0
CA,6077,San Joaquin County,6077003311,6077003311,0.7993,20.3,65341.0,9.0,38.3,5.2,3.83,31.55,12.6,15.5,7.2,15.3
CA,6077,San Joaquin County,6077003312,6077003312,0.9814,31.6,32400.0,5.6,69.8,21.1,5.97,0.0,17.4,15.5,18.3,10.4
CA,6077,San Joaquin County,6077003313,6077003313,0.9206,20.6,58125.0,6.0,47.0,15.5,0.0,6.06,19.4,11.5,11.8,7.8
CA,6077,San Joaquin County,6077003403,6077003403,0.7382,17.7,72176.0,4.7,37.9,2.0,0.0,100.0,11.7,11.4,4.2,6.1
CA,6077,San Joaquin County,6077003404,6077003404,0.9665,25.4,53567.0,10.1,35.2,2.8,12.33,91.99,23.6,12.9,8.2,12.0
CA,6077,San Joaquin County,6077003405,6077003405,0.7721,22.1,63100.0,6.9,43.8,2.3,5.37,38.98,13.0,7.4,10.1,15.8
CA,6077,San Joaquin County,6077003406,6077003406,0.9527,25.5,38497.0,7.4,47.8,13.1,0.81,1.26,15.7,11.4,13.4,14.3
CA,6077,San Joaquin County,6077003407,6077003407,0.9458,25.8,50547.0,7.2,41.3,9.2,8.92,51.41,14.0,8.6,11.8,4.8
CA,6077,San Joaquin County,6077003409,6077003409,0.8363,5.4,61083.0,4.9,34.4,4.2,0.0,8.98,10.5,6.2,8.0,14.3
CA,6077,San Joaquin County,6077003410,6077003410,0.7392,18.1,64649.0,3.0,34.5,6.8,2.4,59.07,11.3,7.2,8.5,9.6
CA,6077,San Joaquin County,6077003501,6077003501,0.4094,4.4,90110.0,8.4,32.5,0.0,11.27,53.09,15.4,1.6,10.0,6.7
CA,6077,San Joaquin County,6077003502,6077003502,0.4683,18.2,86522.0,4.3,24.1,4.3,0.0,99.9,25.1,11.8,9.5,3.2
CA,6077,San Joaquin County,6077003503,6077003503,0.5137,4.6,109116.0,8.9,22.4,0.9,0.17,60.15,7.6,9.1,2.8,11.5
CA,6077,San Joaquin County,6077003504,6077003504,0.4968,2.0,116656.0,2.2,20.3,5.3,3.17,97.94,11.0,3.4,12.3,11.7
CA,6077,San Joaquin County,6077003601,6077003601,0.5657,11.7,66844.0,4.6,30.6,4.5,3.02,94.51,22.6,1.3,19.1,4.0
CA,6077,San Joaquin County,6077003602,6077003602,0.6987,26.2,71866.0,9.2,21.3,1.4,6.89,100.0,7.4,7.8,8.0,10.3
CA,6077,San Joaquin County,6077003700,6077003700,0.8825,33.0,52944.0,8.8,41.3,3.8,10.11,95.12,25.3,6.6,30.7,9.6
CA,6077,San Joaquin County,6077003803,6077003803,0.7727,14.3,88418.0,15.9,26.1,9.3,7.99,85.61,7.5,5.4,13.6,17.7
CA,6077,San Joaquin County,6077003804,6077003804,0.2731,4.6,101829.0,2.1,25.7,2.6,4.92,78.78,17.9,1.2,8.9,6.4
CA,6077,San Joaquin County,6077003805,6077003805,0.3463,19.1,123368.0,7.7,18.7,0.0,0.94,88.93,4.1,5.6,0.0,7.3
CA,6077,San Joaquin County,6077003806,6077003806,0.5008,13.8,97031.0,4.2,22.1,4.7,2.69,87.48,9.8,5.1,1.3,9.9
CA,6077,San Joaquin County,6077003807,6077003807,0.6,13.8,94732.0,4.4,20.9,8.7,3.19,3.34,10.8,9.8,3.1,8.7
CA,6077,San Joaquin County,6077003808,6077003808,0.4966,7.0,80033.0,4.4,32.1,0.2,14.05,0.12,14.7,4.7,6.5,8.3
CA,6077,San Joaquin County,6077003900,6077003900,0.9175,16.8,53482.0,14.3,32.2,20.7,4.37,98.88,17.6,10.9,33.6,21.6
CA,6077,San Joaquin County,6077004001,6077004001,0.8778,22.1,49609.0,12.7,32.8,2.9,1.76,100.0,14.6,10.9,13.1,20.6
CA,6077,San Joaquin County,6077004003,6077004003,0.4176,3.2,105096.0,4.9,16.9,3.3,16.58,80.89,5.9,8.3,8.8,5.9
CA,6077,San Joaquin County,6077004004,6077004004,0.3877,1.9,108278.0,1.4,22.1,0.0,5.11,42.62,13.3,5.4,1.9,6.4
CA,6077,San Joaquin County,6077004104,6077004104,0.0544,4.6,118192.0,5.0,20.1,0.0,3.85,67.75,8.8,0.9,0.9,2.3
CA,6077,San Joaquin County,6077004105,6077004105,0.2991,6.5,107625.0,4.1,18.9,0.0,0.0,98.99,9.9,7.9,9.9,3.6
CA,6077,San Joaquin County,6077004106,6077004106,0.4341,8.9,115329.0,4.3,13.6,0.0,0.0,92.61,8.6,5.0,9.9,9.7
CA,6077,San Joaquin County,6077004107,6077004107,0.6619,3.8,70793.0,1.8,30.7,5.5,2.18,87.95,9.2,6.5,2.4,9.8
CA,6077,San Joaquin County,6077004108,6077004108,0.2888,6.3,130583.0,0.7,17.0,4.3,0.0,81.85,6.5,3.6,3.0,8.6
CA,6077,San Joaquin County,6077004202,6077004202,0.417,6.7,141683.0,1.3,12.4,9.0,4.68,97.09,18.1,8.8,10.5,0.3
CA,6077,San Joaquin County,6077004203,6077004203,0.7842,9.2,75224.0,10.5,32.0,8.5,0.0,23.27,13.2,11.9,6.7,10.6
CA,6077,San Joaquin County,6077004204,6077004204,0.5128,9.0,75050.0,5.6,29.3,14.2,0.0,16.99,9.9,5.7,7.8,2.9
CA,6077,San Joaquin County,6077004205,6077004205,0.6013,11.3,62727.0,12.5,34.9,1.2,1.03,99.9,13.4,10.7,6.4,0.9
CA,6077,San Joaquin County,6077004206,6077004206,0.3906,13.0,75208.0,7.0,15.2,10.3,0.0,14.51,16.5,12.8,17.7,0.3
CA,6077,San Joaquin County,6077004302,6077004302,0.6938,26.8,58243.0,5.9,37.7,10.7,1.17,11.77,11.6,8.2,7.2,6.3
CA,6077,San Joaquin County,6077004305,6077004305,0.3896,4.1,122750.0,6.7,16.1,2.0,0.0,43.81,10.8,8.0,1.9,3.6
CA,6077,San Joaquin County,6077004307,6077004307,0.5835,8.7,75156.0,4.6,35.7,4.4,5.13,47.68,11.1,4.3,10.8,3.5
CA,6077,San Joaquin County,6077004308,6077004308,0.6378,10.3,76359.0,12.4,30.5,1.7,0.0,31.18,11.2,7.2,13.0,9.6
CA,6077,San Joaquin County,6077004309,6077004309,0.2848,6.6,81786.0,2.4,30.4,3.7,5.7,99.88,11.3,10.8,7.5,1.0
CA,6077,San Joaquin County,6077004310,6077004310,0.421,6.5,101953.0,1.2,32.2,16.4,6.19,0.0,14.8,8.1,17.8,1.2
CA,6077,San Joaquin County,6077004402,6077004402,0.7293,11.0,89167.0,7.5,24.7,3.6,4.41,99.25,10.9,11.8,6.5,10.8
CA,6077,San Joaquin County,6077004403,6077004403,0.9528,44.0,28992.0,17.7,61.1,19.5,3.8,20.63,11.9,12.6,10.6,27.7
CA,6077,San Joaquin County,6077004404,6077004404,0.9296,26.6,45357.0,8.7,44.4,3.1,1.5,0.0,12.6,10.6,4.5,16.2
CA,6077,San Joaquin County,6077004501,6077004501,0.7574,10.5,63182.0,7.8,28.2,6.3,0.59,85.24,19.4,10.7,13.2,6.3
CA,6077,San Joaquin County,6077004502,6077004502,0.9582,28.0,45976.0,11.0,47.1,10.0,0.0,10.67,10.4,20.0,17.3,32.7
CA,6077,San Joaquin County,6077004600,6077004600,0.5631,5.7,82260.0,10.4,27.5,1.4,6.41,100.0,10.9,7.8,6.0,10.6
CA,6077,San Joaquin County,6077004701,6077004701,0.5584,9.5,105870.0,8.6,19.6,1.6,5.06,66.17,7.7,7.0,10.4,5.9
CA,6077,San Joaquin County,6077004703,6077004703,0.2677,8.0,132969.0,7.9,17.9,0.0,4.75,100.0,13.1,4.3,9.2,4.9
CA,6077,San Joaquin County,6077004704,6077004704,0.4702,4.3,94866.0,4.9,22.5,2.4,0.0,95.82,11.7,2.7,10.9,3.8
CA,6077,San Joaquin County,6077004800,6077004800,0.606,11.3,89120.0,3.2,23.3,3.0,1.92,90.34,9.4,8.8,6.5,7.5
CA,6077,San Joaquin County,6077004903,6077004903,0.309,8.7,64768.0,7.3,16.1,2.5,0.25,85.59,7.5,8.5,1.5,8.9
CA,6077,San Joaquin County,6077004904,6077004904,0.2573,12.6,88656.0,3.2,23.6,1.6,1.1,66.14,10.3,7.7,6.6,3.3
CA,6077,San Joaquin County,6077004905,6077004905,0.5316,6.2,105726.0,4.5,29.1,4.4,2.31,91.84,10.9,12.0,3.9,4.0
CA,6077,San Joaquin County,6077004906,6077004906,0.5228,14.3,74531.0,4.2,17.6,2.3,3.46,45.89,5.8,8.4,2.2,8.4
CA,6077,San Joaquin County,6077005001,6077005001,0.3441,1.6,89862.0,6.7,23.4,1.8,4.56,97.8,17.4,2.8,8.7,2.2
CA,6077,San Joaquin County,6077005003,6077005003,0.1939,13.4,126964.0,3.9,16.3,1.2,2.59,79.38,8.7,3.9,6.3,1.4
CA,6077,San Joaquin County,6077005004,6077005004,0.4298,14.1,97179.0,4.1,32.6,2.1,4.28,90.95,9.0,3.0,5.7,4.2
CA,6077,San Joaquin County,6077005106,6077005106,0.3973,5.1,119515.0,3.3,22.3,0.9,6.87,100.0,7.5,5.6,7.0,7.5
CA,6077,San Joaquin County,6077005108,6077005108,0.6384,28.6,62350.0,5.1,45.7,2.5,0.0,48.52,11.0,5.5,10.0,5.6
CA,6077,San Joaquin County,6077005109,6077005109,0.773,20.6,53542.0,10.0,48.7,6.9,0.21,33.67,15.0,2.9,7.9,2.8
CA,6077,San Joaquin County,6077005119,6077005119,0.49,10.3,121429.0,3.7,28.2,0.6,2.83,67.45,7.7,11.2,3.1,7.9
CA,6077,San Joaquin County,6077005122,6077005122,0.4116,8.3,122906.0,5.9,26.5,1.4,1.93,65.64,8.7,6.2,7.3,6.0
CA,6077,San Joaquin County,6077005123,6077005123,0.4982,5.2,90833.0,3.2,39.9,5.1,3.37,65.98,12.8,4.8,7.0,2.7
CA,6077,San Joaquin County,6077005124,6077005124,0.7906,10.3,65515.0,6.9,44.9,6.9,8.24,85.47,18.2,3.4,17.7,2.4
CA,6077,San Joaquin County,6077005125,6077005125,0.6046,20.2,80208.0,7.1,33.8,12.2,4.94,60.62,10.8,15.6,10.0,1.5
CA,6077,San Joaquin County,6077005126,6077005126,0.761,5.5,69413.0,7.2,37.3,6.3,0.0,8.66,13.5,8.8,12.2,5.7
CA,6077,San Joaquin County,6077005127,6077005127,0.4502,9.2,102440.0,4.9,23.4,1.1,4.51,77.59,15.5,6.4,7.8,6.7
CA,6077,San Joaquin County,6077005129,6077005129,0.6444,9.3,76875.0,7.3,18.4,2.6,4.34,44.31,7.4,10.2,8.2,11.4
CA,6077,San Joaquin County,6077005130,6077005130,0.5396,6.3,95208.0,4.1,21.3,2.7,4.7,13.08,11.7,9.5,12.7,10.7
CA,6077,San Joaquin County,6077005131,6077005131,0.6446,4.9,80833.0,12.1,18.9,1.5,1.03,94.39,14.6,9.6,9.8,11.0
CA,6077,San Joaquin County,6077005132,6077005132,0.9469,11.4,58254.0,9.9,41.3,6.1,1.91,83.74,17.8,4.1,19.9,11.7
CA,6077,San Joaquin County,6077005133,6077005133,0.7032,25.2,80063.0,10.1,27.4,2.0,3.58,59.17,14.6,3.9,8.9,8.6
CA,6077,San Joaquin County,6077005134,6077005134,0.3198,2.8,105272.0,5.3,19.8,2.7,0.0,63.4,12.8,12.6,1.6,0.4
CA,6077,San Joaquin County,6077005135,6077005135,0.403,6.7,111301.0,1.6,19.7,5.1,3.61,78.16,11.3,4.3,8.8,4.3
CA,6077,San Joaquin County,6077005136,6077005136,0.2147,22.1,135350.0,2.4,21.4,4.0,4.42,15.8,12.5,5.4,5.2,4.6
CA,6077,San Joaquin County,6077005137,6077005137,0.2418,2.7,110518.0,5.3,25.5,0.9,0.0,29.25,8.3,6.0,1.5,9.4
CA,6077,San Joaquin County,6077005138,6077005138,0.6363,3.8,50000.0,5.3,29.6,0.9,2.74,24.16,24.9,18.0,16.4,4.5
CA,6077,San Joaquin County,6077005139,6077005139,0.3863,6.8,139583.0,2.1,26.0,6.9,4.12,100.0,18.3,8.3,7.5,1.1
CA,6077,San Joaquin County,6077005140,6077005140,0.369,9.8,78011.0,5.6,32.4,3.0,0.82,71.43,12.0,2.7,6.9,7.0
CA,6077,San Joaquin County,6077005141,6077005141,0.2955,6.1,84844.0,5.7,17.1,1.8,3.24,41.01,10.1,2.9,6.6,5.7
CA,6077,San Joaquin County,6077005208,6077005208,0.2426,3.8,99036.0,3.9,19.0,2.6,0.0,19.65,12.3,5.5,7.4,6.4
CA,6077,San Joaquin County,6077005211,6077005211,0.2027,19.7,132837.0,4.8,23.9,0.9,5.97,95.54,3.8,2.4,3.7,2.8
CA,6077,San Joaquin County,6077005212,6077005212,0.1503,0.6,170420.0,1.9,5.1,3.3,3.83,15.03,7.4,6.2,0.6,8.0
CA,6077,San Joaquin County,6077005213,6077005213,0.089,1.0,137163.0,1.3,12.0,0.0,0.0,58.9,11.0,4.2,6.0,1.7
CA,6077,San Joaquin County,6077005214,6077005214,0.268,3.7,108140.0,6.6,24.8,0.9,9.69,0.0,7.7,5.5,2.8,3.1
CA,6077,San Joaquin County,6077005215,6077005215,0.081,4.8,175526.0,3.4,9.5,1.6,3.39,2.09,7.0,2.0,4.9,4.7
CA,6077,San Joaquin County,6077005216,6077005216,0.0991,4.7,164176.0,2.7,11.4,1.4,0.0,69.18,7.5,5.3,4.5,3.9
CA,6077,San Joaquin County,6077005217,6077005217,0.1796,9.2,116094.0,3.0,22.5,1.2,4.43,97.22,6.2,7.1,0.9,8.6
CA,6077,San Joaquin County,6077005218,6077005218,0.3145,7.9,166056.0,2.2,17.6,1.2,3.59,75.33,9.3,8.0,0.0,10.9
CA,6077,San Joaquin County,6077005219,6077005219,0.215,4.4,158643.0,9.4,9.1,6.3,0.83,84.05,9.6,5.8,4.0,9.4
CA,6077,San Joaquin County,6077005220,6077005220,0.2835,5.8,105208.0,6.2,20.9,2.0,0.0,99.91,6.4,3.2,3.6,5.3
CA,6077,San Joaquin County,6077005221,6077005221,0.0073,1.7,165369.0,1.5,5.1,0.0,0.0,57.32,7.4,4.3,3.3,2.2
CA,6077,San Joaquin County,6077005222,6077005222,0.3248,0.0,172758.0,8.2,4.4,0.9,1.6,96.6,10.0,4.8,18.5,5.1
CA,6077,San Joaquin County,6077005223,6077005223,0.2392,7.3,178854.0,3.6,13.1,6.7,0.0,100.0,1.4,2.2,0.0,3.4
CA,6077,San Joaquin County,6077005224,6077005224,0.1602,11.0,106491.0,2.1,16.7,1.6,0.08,22.94,6.0,1.0,6.6,10.5
CA,6077,San Joaquin County,6077005225,6077005225,0.3303,1.5,97959.0,12.1,12.3,0.0,3.38,94.0,6.0,15.2,6.4,2.0
CA,6077,San Joaquin County,6077005303,6077005303,0.6052,24.5,81889.0,8.9,27.3,4.1,1.9,2.86,4.1,4.5,5.9,6.9
CA,6077,San Joaquin County,6077005307,6077005307,0.4847,6.8,94297.0,7.1,25.9,3.6,4.79,69.24,8.6,3.8,6.9,6.3
CA,6077,San Joaquin County,6077005308,6077005308,0.5067,8.1,96630.0,6.2,22.2,5.9,0.0,22.49,9.6,11.1,4.8,10.1
CA,6077,San Joaquin County,6077005309,6077005309,0.4666,8.4,98611.0,2.0,19.8,7.8,0.0,66.28,18.8,3.6,14.1,9.7
CA,6077,San Joaquin County,6077005310,6077005310,0.5774,4.3,99886.0,5.2,24.1,2.9,3.01,72.51,8.6,8.5,10.1,12.9
CA,6077,San Joaquin County,6077005311,6077005311,0.9103,24.4,58765.0,15.0,51.7,8.3,1.41,62.29,7.4,4.8,21.8,18.6
CA,6077,San Joaquin County,6077005312,6077005312,0.4301,9.2,104111.0,3.1,25.4,0.4,1.69,100.0,18.7,5.4,1.5,6.5
CA,6077,San Joaquin County,6077005403,6077005403,0.4049,10.5,122857.0,6.2,23.2,1.9,0.52,46.22,12.9,3.7,5.6,3.5
CA,6077,San Joaquin County,6077005405,6077005405,0.5655,7.9,85714.0,5.6,27.6,5.0,0.0,41.78,9.7,5.6,12.4,8.2
CA,6077,San Joaquin County,6077005406,6077005406,0.8035,11.1,64318.0,5.3,37.6,9.0,0.0,7.56,15.4,7.6,12.9,11.2
CA,6077,San Joaquin County,6077005502,6077005502,0.3188,11.6,162500.0,7.3,14.0,0.0,6.48,94.51,6.9,10.9,3.9,8.7
CA,6077,San Joaquin County,6077005503,6077005503,0.5681,16.2,52463.0,11.9,26.8,8.2,0.0,27.39,16.3,9.9,5.9,3.7
CA,6077,San Joaquin County,6077980000,6077980000,0.4999,10.0,90230.0,5.8,28.3,4.5,4.6,79.13,10.5,5.8,7.2,2.8
CA,6079,San Luis Obispo County,6079010016,6079010016,0.6025,19.2,78179.0,14.6,29.4,4.2,0.0,100.0,8.8,3.6,12.0,13.4
CA,6079,San Luis Obispo County,6079010017,6079010017,0.3584,6.4,79400.0,7.4,27.1,0.6,1.71,28.94,12.9,4.4,6.3,0.4
CA,6079,San Luis Obispo County,6079010101,6079010101,0.1709,7.1,119375.0,4.3,15.2,1.0,3.2,79.02,12.2,3.8,1.6,0.6
CA,6079,San Luis Obispo County,6079010103,6079010103,0.6383,10.5,60383.0,17.6,44.4,1.9,0.62,6.33,13.6,9.4,17.6,13.4
CA,6079,San Luis Obispo County,6079010104,6079010104,0.8063,25.0,51585.0,28.1,32.7,1.8,4.2,94.37,15.5,1.1,5.6,12.1
CA,6079,San Luis Obispo County,6079010202,6079010202,0.5838,5.1,82885.0,9.1,29.3,5.0,3.95,81.77,16.5,3.9,9.0,7.9
CA,6079,San Luis Obispo County,6079010204,6079010204,0.5723,9.2,87885.0,6.0,33.4,3.2,0.0,68.66,12.0,1.6,2.7,8.6
CA,6079,San Luis Obispo County,6079010205,6079010205,0.44,14.0,91467.0,9.6,25.5,5.7,0.43,35.63,7.6,7.4,9.0,5.1
CA,6079,San Luis Obispo County,6079010206,6079010206,0.239,10.5,116923.0,1.3,13.4,1.4,7.22,99.11,14.9,9.6,1.3,1.0
CA,6079,San Luis Obispo County,6079010207,6079010207,0.2902,8.0,94551.0,2.9,27.1,0.0,2.12,98.24,11.5,2.9,7.3,0.3
CA,6079,San Luis Obispo County,6079010301,6079010301,0.4883,9.5,85417.0,6.2,36.8,2.9,8.24,15.39,9.4,5.3,14.8,4.6
CA,6079,San Luis Obispo County,6079010302,6079010302,0.259,3.5,163125.0,5.5,10.2,3.5,0.0,40.76,14.7,3.3,8.3,0.0
CA,6079,San Luis Obispo County,6079010303,6079010303,0.1741,4.9,97969.0,2.3,26.6,0.0,0.39,71.53,11.6,5.1,11.0,1.9
CA,6079,San Luis Obispo County,6079010403,6079010403,0.2316,9.1,96385.0,11.6,29.2,2.3,4.72,94.99,14.9,6.2,6.4,6.4
CA,6079,San Luis Obispo County,6079010404,6079010404,0.3283,7.6,87000.0,2.7,33.1,2.4,3.02,38.89,22.5,6.7,7.3,1.4
CA,6079,San Luis Obispo County,6079010504,6079010504,0.1306,10.0,81366.0,2.1,32.2,1.8,0.81,98.09,18.0,2.0,6.3,1.8
CA,6079,San Luis Obispo County,6079010505,6079010505,0.3415,8.9,90649.0,2.2,23.5,3.5,0.0,100.0,21.2,4.0,13.3,1.4
CA,6079,San Luis Obispo County,6079010506,6079010506,0.2011,11.6,107773.0,2.4,29.9,0.0,11.07,20.23,10.6,21.1,3.4,0.0
CA,6079,San Luis Obispo County,6079010602,6079010602,0.4022,10.4,85345.0,2.5,29.4,2.7,1.37,48.71,14.9,7.9,4.6,1.4
CA,6079,San Luis Obispo County,6079010603,6079010603,0.3574,11.6,71136.0,2.5,39.6,5.8,3.26,22.67,15.0,2.3,10.4,0.8
CA,6079,San Luis Obispo County,6079010701,6079010701,0.3951,6.3,88932.0,6.9,31.6,2.7,9.62,97.12,13.8,4.6,9.0,1.5
CA,6079,San Luis Obispo County,6079010703,6079010703,0.5168,17.0,83393.0,5.6,35.3,3.4,0.0,58.19,12.6,4.6,7.1,4.5
CA,6079,San Luis Obispo County,6079010707,6079010707,0.356,7.4,102203.0,7.6,21.5,0.9,4.95,76.28,15.6,6.1,7.0,0.1
CA,6079,San Luis Obispo County,6079010902,6079010902,0.4122,70.9,28411.0,5.7,78.7,6.1,8.88,65.47,3.7,14.6,4.1,0.4
CA,6079,San Luis Obispo County,6079010903,6079010903,0.4118,83.2,9893.0,2.1,85.1,14.7,1.01,29.45,4.7,19.4,26.3,0.1
CA,6079,San Luis Obispo County,6079010904,6079010904,0.4999,10.0,90230.0,0.9,28.3,4.5,0.85,98.35,3.9,7.5,7.2,0.0
CA,6079,San Luis Obispo County,6079011001,6079011001,0.4636,11.2,100396.0,5.3,25.6,5.0,0.0,73.23,13.4,2.5,11.7,3.4
CA,6079,San Luis Obispo County,6079011002,6079011002,0.4115,26.5,73590.0,9.4,41.0,5.8,6.03,41.68,11.5,9.3,10.2,2.2
CA,6079,San Luis Obispo County,6079011101,6079011101,0.4541,29.4,58279.0,4.3,44.2,12.2,2.33,29.97,11.0,3.1,9.1,1.4
CA,6079,San Luis Obispo County,6079011103,6079011103,0.4723,8.9,70795.0,6.2,30.4,6.5,1.13,69.94,14.4,0.6,12.2,2.1
CA,6079,San Luis Obispo County,6079011104,6079011104,0.3336,14.4,81391.0,5.0,19.2,15.4,1.84,47.69,8.8,3.7,10.6,4.9
CA,6079,San Luis Obispo County,6079011105,6079011105,0.1502,14.6,93370.0,8.2,30.7,6.7,2.13,100.0,4.4,2.1,6.4,1.4
CA,6079,San Luis Obispo County,6079011201,6079011201,0.2417,48.5,47961.0,2.7,61.7,2.5,7.74,94.72,9.4,2.9,4.1,1.8
CA,6079,San Luis Obispo County,6079011202,6079011202,0.3537,47.9,58412.0,2.0,51.0,15.4,6.93,6.02,10.1,13.8,10.8,0.0
CA,6079,San Luis Obispo County,6079011300,6079011300,0.4389,18.3,87167.0,4.4,26.7,2.1,0.84,47.31,10.5,8.5,6.1,2.7
CA,6079,San Luis Obispo County,6079011400,6079011400,0.4999,10.0,90230.0,5.8,28.3,4.5,4.59,100.0,10.5,5.8,7.2,7.2
